scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,PalmFruit_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_MiscAll_withdrawals
ssp_socio4_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.62634e-06,0.3730335999999999,0.2377113,1.5169272345,0.003695299,1.505529,0.00685582,0.00027808,0.001123446,0.0005690355,1,2,4,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.1319e-06,0.699491,0.1879594,1.2754660279999999,0.00484812,1.258262,0.01172735,0.000267296,0.001009745,0.0003612619999999,1,2,5,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5757600000000007e-06,0.3712758,0.2385856999999999,1.5148582120999998,0.003708124,1.5034302,0.00687022,0.000278606,0.001124618,0.0005710621,1,2,5,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.627819999999999e-06,0.7380909999999999,0.1925404,1.3257272729999998,0.00501815,1.3079230000000002,0.01214195,0.0002742809999999,0.00102782,0.000369892,1,1,1,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.66629e-06,0.3786516,0.2393372,1.5286944113999998,0.003729615,1.5171857,0.00692768,0.000279636,0.001125363,0.0005717804,1,1,1,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.40533e-06,0.719571,0.1868619,1.2850292740000002,0.00486995,1.267686,0.01184656,0.000268501,0.001011674,0.000358263,1,1,2,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.63648e-06,0.3731992,0.2369018999999999,1.5150442202,0.003704074,1.5036296,0.00686506,0.00027806,0.001118789,0.0005674262,1,1,2,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.61797e-06,0.7505630000000001,0.1959307,1.333305712,0.00511472,1.315058,0.01247687,0.000277907,0.001059082,0.000378215,1,1,3,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.61446e-06,0.3758196,0.2389327,1.5233914525999999,0.003722367,1.5119011999999998,0.00691703,0.000279568,0.001127067,0.0005712876,1,1,3,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.434069999999999e-06,0.7091569999999999,0.1732213,1.2307278359999998,0.00471736,1.21373,0.01168434,0.00026375,0.000966295,0.000332386,1,1,4,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_rs_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.64404e-06,0.3755219,0.2377824999999999,1.5223081247,0.003698499,1.5108892,0.00687394,0.000278084,0.001120957,0.0005684017,1,1,4,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.16728e-06,0.703624,0.1892609999999999,1.299028687,0.00484926,1.281856,0.0116912599999999,0.000267544,0.001010077,0.000364623,1,1,5,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5973800000000004e-06,0.3726526,0.238262,1.5234824561999998,0.003716769,1.5120341999999998,0.00688265,0.000278599,0.001121977,0.0005702382,1,1,5,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.577299999999999e-06,0.730035,0.193182,1.3151409860000003,0.00503282,1.297328,0.01213495,0.000273839,0.001038486,0.000371377,2,2,1,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.694290000000001e-06,0.375776,0.2341339,1.4972764147999997,0.003708908,1.4857233,0.00700486,0.000278045,0.001108871,0.0005613018,2,2,1,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.34327e-06,0.7101430000000001,0.1875964,1.2737104870000002,0.00486954,1.256382,0.01183128,0.000268058,0.001020072,0.000359609,2,2,2,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.55772e-06,0.3598622,0.2349305,1.4878871329,0.003657467,1.4766551,0.0067378,0.000276322,0.001110225,0.0005604439,2,2,2,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.482560000000001e-06,0.736734,0.1954152,1.3225742130000002,0.00508521,1.30453,0.01230685,0.000277219,0.001062578,0.000374934,2,2,3,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5629400000000005e-06,0.372558,0.2390464,1.5122335966,0.003709777,1.5008044,0.00686872,0.000279352,0.001127588,0.0005713475999999,2,2,3,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.174670000000001e-06,0.6929310000000001,0.1851741,1.2678343060000001,0.00473951,1.250931,0.01154618,0.000261761,0.001006454,0.000355855,2,2,4,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.61485e-06,0.3726313,0.2377788,1.5159369518999999,0.003693778,1.5045427,0.00685334,0.000278041,0.001123003,0.0005690929,2,2,4,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.06821e-06,0.695624,0.1880552,1.2742176060000001,0.00483162,1.257088,0.01167073,0.000265915,0.001009081,0.000361341,2,2,5,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5627200000000008e-06,0.3708465,0.2386912,1.5119267123999998,0.003709966,1.5004988,0.00686814,0.000278599,0.001125733,0.0005712073999999,2,2,5,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.783589999999999e-06,0.749854,0.1900142,1.3256913239999997,0.0050788599999999,1.3077260000000002,0.0122424499999999,0.000276736,0.001019001,0.000367278,2,1,1,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.65577e-06,0.3783417999999999,0.2396574,1.5276807609000003,0.003729241,1.5161714000000002,0.00692836,0.000279578,0.0011258,0.0005721819,2,1,1,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.654380000000001e-06,0.760419,0.1863217999999999,1.2872773910000004,0.00496834,1.269697,0.01197865,0.000277035,0.00101868,0.000356366,2,1,2,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.62552e-06,0.3747116,0.2375432,1.5141233389999997,0.003700026,1.5026996,0.00687723,0.00027847,0.001120867,0.0005680129999999,2,1,2,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.787369999999999e-06,0.75778,0.1796727,1.2710728770000002,0.00506288,1.252835,0.01253662,0.000279746,0.001014881,0.000358631,2,1,3,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.5756e-06,0.3654465,0.2371972,1.5059038262,0.003667925,1.4946011,0.00679296,0.00027749,0.001116136,0.0005643512,2,1,3,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_rs_miroc_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.2149200000000016e-06,0.699854,0.1848562,1.2690139419999997,0.00473164,1.252122,0.01154395,0.000262026,0.000997647,0.0003543259999999,2,1,4,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_rs_miroc_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.62859e-06,0.3749155,0.2379472,1.5204764915999998,0.00369607,1.5090633,0.00687055,0.000277977,0.001121318,0.0005685945999999,2,1,4,2,1,5,4,0,3,3,5,3,2
ssp_socio4_ag5_gwmed_rs_noresm_NDC_Tax_ffict,2100,Africa_Western,water_td_irr_SenegalR_W,7.1564100000000005e-06,0.704472,0.1864875,1.2808089179999997,0.00484585,1.263587,0.01174759,0.000267165,0.00100489,0.000361313,2,1,5,1,1,5,4,3,7,3,4,6,2
ssp_socio4_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,Africa_Western,water_td_irr_SenegalR_W,3.53775e-06,0.3706401,0.2377186999999999,1.5128189372,0.003686043,1.5014894,0.00679612,0.000278872,0.001114471,0.0005685022,2,1,5,2,1,5,4,0,3,3,5,3,2
